ts,phase49_no_bnb_baseline,phase49_bnb_hybrid_base,phase49_bnb_hybrid_strict
2022-04-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-04-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-05-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-06-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-07-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-08-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-09-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-10-31,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-11-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-01,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-02,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-03,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-04,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-05,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-06,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-07,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-08,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-09,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-10,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-11,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-12,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-13,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-14,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-15,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-16,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-17,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-18,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-19,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-20,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-21,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-22,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-23,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-24,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-25,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-26,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-27,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-28,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-29,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-30,27.295936477468853,25.35742440207298,26.698528107130898
2022-12-31,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-01,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-02,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-03,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-04,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-05,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-06,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-07,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-08,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-09,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-10,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-11,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-12,27.295936477468853,25.35742440207298,26.698528107130898
2023-01-13,27.764634898262617,25.792836639438757,27.156968431083857
2023-01-14,27.61607640097,25.654828519897134,27.011661336791857
2023-01-15,27.15459681363549,25.226122446427407,26.560281852395423
2023-01-16,27.50544773277337,25.552056515983153,26.90345392614887
2023-01-17,26.114687332587174,24.26006560963604,25.54313219235141
2023-01-18,26.617257568108997,24.72694414170238,26.034703000700944
2023-01-19,28.53587475654768,26.509304323867603,27.911328665280625
2023-01-20,27.786760631901934,25.813391040221543,27.178609913212444
2023-01-21,27.68245360188797,25.71649172224551,27.076585783177634
2023-01-22,28.41576363107706,26.39772329104672,27.79384633372539
2023-01-23,27.559181657326015,25.601974346455656,26.956011811318316
2023-01-24,28.251401038327778,26.24503345666024,27.63308103791296
2023-01-25,27.663488687339978,25.698873664431687,27.058035941353122
2023-01-26,28.0965209028525,26.101152651180676,27.481590663012785
2023-01-27,28.343064791976417,26.330187402760394,27.722738606731426
2023-01-28,29.977208262195198,27.848276717718257,29.321116643943444
2023-01-29,28.880404037502903,26.82936570748542,28.248317458425902
2023-01-30,29.74014683034528,27.628050995045456,29.08924362113706
2023-01-31,31.71249794333661,29.46032900768318,31.018427170886184
2023-02-01,31.178319516901457,28.964087045927126,30.495939959495797
2023-02-02,31.56393944604399,29.32232088814155,30.87312007659418
2023-02-03,31.137228868714136,28.925914587330507,30.45574863554269
2023-02-04,30.542994879543667,28.373882109164008,29.87452025837468
2023-02-05,30.321737543150412,28.16833810133606,29.658105437088725
2023-02-06,31.880021355177217,29.615955185038622,31.182284107002697
2023-02-07,31.361647024198724,29.134394938127425,30.675255097132737
2023-02-08,29.09533973571349,27.029037029375424,28.458548999103694
2023-02-09,29.051696726109924,26.98849347383136,28.41586117560504
2023-02-10,29.051696726109924,26.98849347383136,28.41586117560504
2023-02-11,28.462706546260314,26.441332398356703,27.839761839921174
2023-02-12,28.420012486440925,26.40167039975917,27.798002197161292
2023-02-13,28.420012486440925,26.40167039975917,27.798002197161292
2023-02-14,30.453567892519093,28.29080607823711,29.78705050152709
2023-02-15,29.188865160550055,27.115920433867608,28.55002749392623
2023-02-16,29.65387295661361,27.54790414854211,29.00485796744692
2023-02-17,29.532437799679816,27.435093114773608,28.88608058264215
2023-02-18,28.857139853804078,26.80775370747561,28.22556244275223
2023-02-19,28.403979390124306,26.38677594731511,27.782320006773467
2023-02-20,27.781994439975595,25.808963335330105,27.17394803582222
2023-02-21,28.220345738175638,26.216183652348107,27.602705424873573
2023-02-22,28.01597925455535,26.02633093698161,27.40281177727531
2023-02-23,27.115581993387696,25.189878393917603,26.522120924088746
2023-02-24,27.589475288739095,25.630116574477608,26.98564242576589
2023-02-25,28.217383905079693,26.21343216371961,27.599808415488095
2023-02-26,27.861963933566145,25.88325352829961,27.25216728923024
2023-02-27,27.7819944399756,25.80896333533011,27.173948035822225
2023-02-28,28.9608040121622,26.904055809473114,28.326957771244107
2023-03-01,28.252925902231052,26.24645002726161,27.634572528113882
2023-03-02,26.822360516889024,24.917481019696105,26.23531699492602
2023-03-03,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-04,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-05,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-06,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-07,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-08,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-09,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-10,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-11,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-12,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-13,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-14,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-15,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-16,26.78212697611369,24.880104798166563,26.19596401943363
2023-03-17,26.26522538908297,24.399912703373907,25.690375520524583
2023-03-18,27.30517544852817,25.366007236751802,26.707564870852554
2023-03-19,27.055422663409576,25.133991479641598,26.46327826215433
2023-03-20,27.43461037116839,25.486249906152306,26.834166935705934
2023-03-21,26.60050674073049,24.71138293026444,26.018318787763175
2023-03-22,27.620016624609434,25.658488915397644,27.015515323324713
2023-03-23,26.799149325627056,24.895918248688293,26.212613811878278
2023-03-24,26.80742691343994,24.903607975962167,26.220710233521988
2023-03-25,27.300470498851503,25.361636424787164,26.702962895342804
2023-03-26,26.477455712464835,24.597070781662417,25.897960897149172
2023-03-27,26.610365660177447,24.720541685626014,26.027961931466184
2023-03-28,27.671937013261264,25.706722004277072,27.066299364271547
2023-03-29,27.359506879856635,25.41648014006124,26.760707185556466
2023-03-30,27.785910026590617,25.812600843486745,27.177777924545154
2023-03-31,27.77358149662873,25.801147865247465,27.165719221082874
2023-04-01,27.499425445552323,25.546461921598702,26.897563444802937
2023-04-02,27.136431745083115,25.20924743087498,26.54251435085856
2023-04-03,27.493178209467132,25.540658353844837,26.891452937902027
2023-04-04,27.49760984256507,25.544775259720236,26.895787578734865
2023-04-05,26.89244791271817,24.982590925074966,26.303870433605237
2023-04-06,26.76763797666702,24.86664478339718,26.181792131273998
2023-04-07,26.55363705064147,24.667841847724105,25.972474904031714
2023-04-08,26.69869808103463,24.80260088465686,26.11436107820266
2023-04-09,27.856815974810267,25.878471169024802,27.247132000492233
2023-04-10,28.38606778820162,26.37013639761328,27.76480042440737
2023-04-11,28.09248285548728,26.097401379232924,27.47764099375827
2023-04-12,28.54906922579189,26.52156174381953,27.924234355776562
2023-04-13,29.711799069165533,27.60171644478458,29.061516288929337
2023-04-14,29.578944249257123,27.478296753540086,28.931569175870205
2023-04-15,29.97609385467024,27.8472414535649,29.320026626729618
2023-04-16,29.3440784334446,27.260110717900194,28.7018437150841
2023-04-17,29.761460455521078,27.64785096195904,29.110090768890743
2023-04-18,27.359462289828752,25.416438716743073,26.760663571441455
2023-04-19,27.49033631370019,25.538018284795424,26.888673240855404
2023-04-20,26.157543551679705,24.29987825122445,25.585050445310117
2023-04-21,26.118307236352187,24.263428433847615,25.54667286964215
2023-04-22,25.90966792805985,24.069606342720945,25.342599913900433
2023-04-23,25.629142200116945,23.80900308607795,25.068213869719855
2023-04-24,26.288087195691507,24.421150902446097,25.712736965673074
2023-04-25,26.394444155476258,24.519954567585128,25.816766160001908
2023-04-26,27.376718023014934,25.43246897641678,26.777541639642582
2023-04-27,27.227103040372754,25.2934794013605,26.63120118260725
2023-04-28,27.1516313986041,25.22336763024656,26.557381339469977
2023-04-29,27.15419511221987,25.22574927317917,26.559888942756857
2023-04-30,26.072094323562705,24.22049748537379,25.501471388753565
2023-05-01,26.554275757148908,24.668435194356146,25.973099631586127
2023-05-02,27.05182763863553,25.13065176755635,26.459761919344288
2023-05-03,26.795459740571925,24.89249069183608,26.209004978366387
2023-05-04,27.415632095668258,25.468619436258958,26.81560402535173
2023-05-05,26.80478857485939,24.901157007805825,26.21812963853829
2023-05-06,26.41630395179283,24.540261917472158,25.8381475252046
2023-05-07,25.70892000444339,23.883115203236517,25.146245629241747
2023-05-08,25.671270167259326,23.848139194960222,25.10941980950417
2023-05-09,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-10,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-11,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-12,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-13,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-14,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-15,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-16,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-17,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-18,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-19,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-20,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-21,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-22,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-23,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-24,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-25,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-26,25.63276326200844,23.81236698616778,25.071755679789916
2023-05-27,25.680686828988446,23.85688710101258,25.118630374895755
2023-05-28,25.242834767321373,23.450130565578107,24.690361295912773
2023-05-29,25.325761294152258,23.52716778819827,24.771472863901973
2023-05-30,24.950933392876657,23.178959541955123,24.404848576590783
2023-05-31,24.801665644581067,23.04029254123883,24.258847754210226
2023-06-01,24.764463146114196,23.005732102426972,24.222459482578913
2023-06-02,24.460677542611556,22.723520847956372,23.925322636574315
2023-06-03,24.344012943839164,22.61514157523162,23.811211399833898
2023-06-04,23.428644553471166,21.76478112769895,22.9158770807937
2023-06-05,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-06,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-07,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-08,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-09,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-10,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-11,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-12,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-13,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-14,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-15,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-16,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-17,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-18,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-19,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-20,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-21,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-22,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-23,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-24,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-25,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-26,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-27,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-28,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-29,23.393501586640962,21.732133956007402,22.88150326517251
2023-06-30,23.393501586640962,21.732133956007402,22.88150326517251
2023-07-01,22.985980490984165,21.35355433175099,22.482901318116298
2023-07-02,23.37296003890551,21.713051234876616,22.861411296903473
2023-07-03,23.288308262797717,21.634411287317885,22.778612239043778
2023-07-04,23.300401373670258,21.645645565540562,22.790440675880877
2023-07-05,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-06,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-07,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-08,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-09,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-10,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-11,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-12,23.265450771609753,21.613177097192253,22.756255014867058
2023-07-13,22.709493056692754,21.09670257585118,22.212465184086202
2023-07-14,22.976730456208166,21.344961219082276,22.47385373282232
2023-07-15,22.686749448223356,21.075574180682572,22.190219350151214
2023-07-16,22.735079616220826,21.120472020415857,22.237491747263068
2023-07-17,22.68106354610601,21.070292081890422,22.18465789166747
2023-07-18,22.831739952215766,21.210267699882426,22.332036541486772
